biosample_id	geo_loc_name	asserted_lat	asserted_lon	inferred_lat	inferred_lon	distance_meters	asserted_elev	inferred_elev	elev_difference_meters	asserted_env_broad_scale_id	asserted_env_broad_scale_name	asserted_env_local_scale_id	asserted_env_local_scale_name	asserted_env_medium_id	asserted_env_medium_name
nmdc:bsm-11-7yv1p724	USA: Michigan, Delton	42.476365	-85.451887	42.4997581	-85.4080641	4436.0	500.0	280.0	220.0	ENVO:01000221	temperate woodland biome	ENVO:00000114	agricultural field	ENVO:00005749	farm soil
nmdc:bsm-11-7yzp8e04	USA: New Mexico, Jornada Experimental Range	32.590562	-106.82446	32.2804637	-106.7570046	35057.7	1323.2	1330.0	6.7999999999999545	ENVO:00000446	terrestrial biome	ENVO:01000869	area of scrub	ENVO:00001998	soil
nmdc:bsm-11-7z1n0696	USA: Wisconsin, Oregon	42.966111	-89.35611	42.9259657	-89.3842779	5018.3	297.0	291.0	6.0	ENVO:01000221	temperate woodland biome	ENVO:00000114	agricultural field	ENVO:00005749	farm soil
nmdc:bsm-11-7z1qvf63	USA: Oregon	44.588	-123.193	43.9792797	-120.737257	206862.2	62.0	61.0	1.0	ENVO:00000446	terrestrial biome	ENVO:01001057	environment associated with a plant part or small plant	PO:0025034	leaf
nmdc:bsm-11-7z2hx069	USA: Kansas, Konza Prairie Biological Station	39.103827	-96.561811	39.1002012	-96.576798	1354.6	392.1	402.0	9.899999999999977	ENVO:00000446	terrestrial biome	ENVO:01000888	area of gramanoid or herbaceous vegetation	ENVO:00001998	soil
nmdc:bsm-11-7z5s2557	USA: Michigan, Delton	42.476365	-85.451887	42.4997581	-85.4080641	4436.0	500.0	280.0	220.0	ENVO:01000221	temperate woodland biome	ENVO:00000114	agricultural field	ENVO:00005749	farm soil
nmdc:bsm-11-7z7ny468	USA: Michigan, Delton	42.476365	-85.451887	42.4997581	-85.4080641	4436.0	298.0	280.0	18.0	ENVO:01000221	temperate woodland biome	ENVO:00000114	agricultural field	ENVO:00005749	farm soil
nmdc:bsm-11-7za5cn37	USA: Michigan, Kellogg Biological Station	42.39	-85.37	42.4118364	-85.3877345	2831.3	286.0	275.0	11.0	ENVO:01001442	agricultural biome	ENVO:01001442	phyllosphere biome	ENVO:01001001	plant-associated biome
nmdc:bsm-11-7zbt6432	NOR: Luster Municipality	61.6754	7.21196	43.4651517	-80.5218689	5753730.5		440.0		ENVO:01000253		ENVO:00000022	river	ENVO:00002007	sediment
nmdc:bsm-11-7zd7rn81	USA: Colorado, Rocky Mountains	40.27733	-105.546207	39.7271888	-104.9991566	76897.9	2744.3	2743.0	1.300000000000182	ENVO:00000446	terrestrial biome	ENVO:01000843	area of evergreen forest	ENVO:00001998	soil
nmdc:bsm-11-7zk9ba04	USA: Iowa, Ames	42.013	-93.743	42.0267567	-93.6170448	10516.8	325.0	328.0	3.0	ENVO:01000245	cropland biome	ENVO:00000078	farm	ENVO:00005802	bulk soil
nmdc:bsm-11-7zkvja05	USA: Utah, Onaqui	40.201043	-112.497129	40.2106006	-112.5610339	5530.1	1903.7	1904.0	0.2999999999999545	ENVO:00000446	terrestrial biome	ENVO:01000843	area of evergreen forest	ENVO:00001998	soil
nmdc:bsm-11-7zptkn06	USA: Michigan, Delton	42.476365	-85.451887	42.4997581	-85.4080641	4436.0	500.0	280.0	220.0	ENVO:01000221	temperate woodland biome	ENVO:00000114	agricultural field	ENVO:00005749	farm soil
nmdc:bsm-11-7zq5r135	USA: Iowa, Ames	42.013	-93.743	42.0267567	-93.6170448	10516.8	325.0	328.0	3.0	ENVO:01000245	cropland biome	ENVO:00000078	farm	ENVO:00005802	bulk soil
nmdc:bsm-11-7zqzy682	Ukraine: Chernobyl	51.209477	30.186975	51.2705477	30.2195609	7159.6		106.0		ENVO:01000212	temperate mixed forest biome	ENVO:01001002	animal-associated environment	ENVO:00002003	fecal material
nmdc:bsm-11-803whg09	USA: Lake Mendota, Wisconsin	43.099	-89.405	43.1378596	-89.3946927	4401.2		259.0		ENVO:01000252	freshwater lake biome	ENVO:01000548	eutrophic lake	ENVO:04000007	lake water
nmdc:bsm-11-80bdyg71	USA: Michigan, Kellogg Biological Station	42.39	-85.37	42.4118364	-85.3877345	2831.3	286.0	275.0	11.0	ENVO:01001442	agricultural biome	ENVO:01001442	phyllosphere biome	ENVO:01001001	plant-associated biome
nmdc:bsm-11-80gna819	USA: Michigan, Kellogg Biological Station	42.39	-85.37	42.4118364	-85.3877345	2831.3	286.0	275.0	11.0	ENVO:01001442	agricultural biome	ENVO:01001442	phyllosphere biome	ENVO:01001001	plant-associated biome
nmdc:bsm-11-80jr8p82	USA: WI, Lincoln	45.49369	-89.58571	45.3265631	-89.7326216	21837.4		472.0		ENVO:00000446		ENVO:01000816		ENVO:00001998	
nmdc:bsm-11-80kpdz50	USA: Utah, Onaqui	40.185938	-112.47248	40.2106006	-112.5610339	8005.5	1713.7	1709.0	4.7000000000000455	ENVO:00000446	terrestrial biome	ENVO:01000869	area of scrub	ENVO:00001998	soil
nmdc:bsm-11-80t78t55	USA: AK, Denali	68.627175	-149.590514	63.069115	-151.006239	621333.5		742.0		ENVO:00000446		ENVO:01000861		ENVO:00001998	soil
nmdc:bsm-11-80v0ms94	USA: Iowa, Ames	42.013	-93.743	42.0267567	-93.6170448	10516.8	325.0	328.0	3.0	ENVO:01000245	cropland biome	ENVO:00000078	farm	ENVO:00005802	bulk soil
nmdc:bsm-11-80vkf190	USA: North Dakota, Chase Lake National Wildlife Refuge	47.118581	-99.239944	47.0073926	-99.4455091	19882.2	585.7	579.0	6.7000000000000455	ENVO:00000446	terrestrial biome	ENVO:01000888	area of gramanoid or herbaceous vegetation	ENVO:00001998	soil
nmdc:bsm-11-80vze961	Ukraine: Chernobyl	50.523433	30.395817	51.2705477	30.2195609	83989.9		155.0		ENVO:01000212	temperate mixed forest biome	ENVO:01001002	animal-associated environment	ENVO:00002003	fecal material
nmdc:bsm-11-80ww3q63	USA: Michigan, Delton	42.476365	-85.451887	42.4997581	-85.4080641	4436.0	298.0	280.0	18.0	ENVO:01000221	temperate woodland biome	ENVO:00000114	agricultural field	ENVO:00005749	farm soil
nmdc:bsm-11-80zwww41	USA: North Dakota, Chase Lake National Wildlife Refuge	47.151171	-99.262648	47.0073926	-99.4455091	21150.1	586.6	603.0	16.399999999999977	ENVO:00000446	terrestrial biome	ENVO:01000894	area of emergent herbaceous wetland	ENVO:00001998	soil
nmdc:bsm-11-8148q332	USA: Oregon, Boardman	45.83986	-119.70058	45.839855	-119.700583	0.6	95.0	91.0	4.0	ENVO:01000177	grassland biome	ENVO:00000011	garden	ENVO:00005801	rhizosphere
nmdc:bsm-11-819g7k09	USA: Washington, Wind River Experimental Forest	45.824185	-121.955555	45.8090043	-121.9823059	2673.4	363.5	371.0	7.5	ENVO:00000446	terrestrial biome	ENVO:01000843	area of evergreen forest	ENVO:00001998	soil
nmdc:bsm-11-81a35963	USA: Michigan, University of Notre Dame Environmental Research Center	46.232249	-89.534573	46.232455	-89.5204851	1083.8	505.5	518.0	12.5	ENVO:00000446	terrestrial biome	ENVO:01000893	area of woody wetland	ENVO:00001998	soil
nmdc:bsm-11-81chfb41	USA: Texas, Deaf Smith County	34.837599	-102.545567	34.9323974	-102.5983118	11587.1		1188.0		ENVO:01000177	grassland biome	ENVO:00000389	intermittent wetland	ENVO:00000546	lake sediment
nmdc:bsm-11-81g87v10	USA: Michigan, University of Notre Dame Environmental Research Center	46.254613	-89.512657	46.232455	-89.5204851	2536.3	530	518.0	12.0	ENVO:00000446	terrestrial biome	ENVO:01000816	area of deciduous forest	ENVO:00001998	soil
nmdc:bsm-11-81h24n81	USA: Utah, Onaqui	40.185938	-112.47248	40.2106006	-112.5610339	8005.5	1713.7	1709.0	4.7000000000000455	ENVO:00000446	terrestrial biome	ENVO:01000869	area of scrub	ENVO:00001998	soil
nmdc:bsm-11-81hpgb84	USA: Michigan, University of Notre Dame Environmental Research Center	46.237778	-89.541857	46.232455	-89.5204851	1747.1	512.8	518.0	5.2000000000000455	ENVO:00000446	terrestrial biome	ENVO:01000893	area of woody wetland	ENVO:00001998	soil
nmdc:bsm-11-81tjc083	USA: Michigan, Lake City	44.296098	-85.199612	44.335287	-85.215046	4527.3	372.0	377.0	5.0	ENVO:01000221	temperate woodland biome	ENVO:00000114	agricultural field	ENVO:00005749	farm soil
nmdc:bsm-11-81v1c563	USA: Georgia, The Jones Center At Ichauway	31.196458	-84.461913	31.2408992	-84.4775134	5159.5	47.6	46.0	1.6000000000000014	ENVO:00000446	terrestrial biome	ENVO:01000843	area of evergreen forest	ENVO:00001998	soil
nmdc:bsm-11-82360173	USA: Colorado, North Sterling	40.463935	-103.035332	40.7732324	-103.2887026	40498.9	1361.2	1369.0	7.7999999999999545	ENVO:00000446	terrestrial biome	ENVO:01000892	area of cropland	ENVO:00001998	soil
nmdc:bsm-11-823zf212	Singapore	1.294588	103.776828	1.357107	103.8194992	8416.0		1.0		ENVO:01000249		ENVO:00000120		ENVO:02000059	
nmdc:bsm-11-825geg82	USA: Oregon	46.1208	-123.2713	43.9792797	-120.737257	310340.0	1.0	32.0	31.0	ENVO:00000446	terrestrial biome	ENVO:00005801	rhizosphere	ENVO:00001998	soil
nmdc:bsm-11-825pc223	USA: Wisconsin, Oregon	42.966111	-89.35611	42.9259657	-89.3842779	5018.3	297.0	291.0	6.0	ENVO:01000221	temperate woodland biome	ENVO:00000114	agricultural field	ENVO:00005749	farm soil
nmdc:bsm-11-82986e40	USA: Florida, Ordway-Swisher Biological Station	29.688969	-81.991102	29.7025773	-81.9834412	1684.4	43.8	42.0	1.7999999999999972	ENVO:00000446	terrestrial biome	ENVO:01000843	area of evergreen forest	ENVO:00001998	soil
nmdc:bsm-11-82e1ee94	USA: California, San Joaquin Experimental Range	37.111276	-119.728168	37.1027423	-119.7331623	1047.2	431.8	411.0	20.80000000000001	ENVO:00000446	terrestrial biome	ENVO:01000843	area of evergreen forest	ENVO:00001998	soil
nmdc:bsm-11-82qw5v38	USA: Oregon	46.1212	-123.2713	43.9792797	-120.737257	310373.7	1.0	32.0	31.0	ENVO:00000446	terrestrial biome	ENVO:01001057	environment associated with a plant part or small plant	PO:0025034	leaf
nmdc:bsm-11-82zpa946	USA: Colorado, Niwot Ridge	40.043059	-105.581501	40.0564693	-105.6308551	4457.7	3312.5	3298.0	14.5	ENVO:00000446	terrestrial biome	ENVO:01000843	area of evergreen forest	ENVO:00001998	soil
nmdc:bsm-11-835edg96	USA: Wyoming, Yellowstone National Park	44.944613	-110.433659	44.6200885	-110.5606893	37452.3	1901.5	1889.0	12.5	ENVO:00000446	terrestrial biome	ENVO:01000843	area of evergreen forest	ENVO:00001998	soil
nmdc:bsm-11-8360dt60	USA: Arizona, Santa Rita Experimental Range	31.828844	-110.823985	31.8334182	-110.8528643	2775.3	1261.1	1309.0	47.90000000000009	ENVO:00000446	terrestrial biome	ENVO:01000869	area of scrub	ENVO:00001998	soil
nmdc:bsm-11-837e8e11	USA: North Carolina	35.6667	-78.5097	35.6729639	-79.0392919	47845.0	133.0	94.0	39.0	ENVO:00000446	terrestrial biome	PO:0025025	root system	PO:0009005	root
nmdc:bsm-11-83aqqr58	USA: North Dakota, Chase Lake National Wildlife Refuge	47.12584	-99.253801	47.0073926	-99.4455091	19603.5	594.1	579.0	15.100000000000023	ENVO:00000446	terrestrial biome	ENVO:01000888	area of gramanoid or herbaceous vegetation	ENVO:00001998	soil
nmdc:bsm-11-83d4x272	USA: Florida, Ordway-Swisher Biological Station	29.703861	-81.956817	29.7025773	-81.9834412	2575.4	31.5	29.0	2.5	ENVO:00000446	terrestrial biome	ENVO:01000843	area of evergreen forest	ENVO:00001998	soil
nmdc:bsm-11-83e83s62	USA: California, Berkeley	37.87745088325767	-122.25056987961348	37.8708393	-122.272863	2090.3	238.0	204.0	34.0	ENVO:01001001	plant-associated environment	ENVO:01000621	microcosm	ENVO:00005791	Sterile water
nmdc:bsm-11-83feah48	USA: Colorado, Niwot Ridge	40.055052	-105.561551	40.0564693	-105.6308551	5900.6	3469.3	3473.0	3.699999999999818	ENVO:00000446	terrestrial biome	ENVO:01000888	area of gramanoid or herbaceous vegetation	ENVO:00001998	soil
nmdc:bsm-11-83szgs47	USA: Wyoming, Yellowstone National Park	44.951273	-110.536649	44.6200885	-110.5606893	36874.9	2149.0	2116.0	33.0	ENVO:00000446	terrestrial biome	ENVO:01000843	area of evergreen forest	ENVO:00001998	soil
nmdc:bsm-11-83t8kn59	USA: Oregon	46.1215	-123.2705	43.9792797	-120.737257	310358.7	1.0	32.0	31.0	ENVO:00000446	terrestrial biome	ENVO:00000011	garden	ENVO:00005802	bulk soil
nmdc:bsm-11-849gbv32	USA: Michigan, Delton	42.476365	-85.451887	42.4997581	-85.4080641	4436.0	298.0	280.0	18.0	ENVO:01000221	temperate woodland biome	ENVO:00000114	agricultural field	ENVO:00005749	farm soil
nmdc:bsm-11-84cmm315	USA: Michigan, Escanaba	45.763274	-87.187681	45.7455707	-87.0647434	9739.1	217.0	217.0	0.0	ENVO:01000221	temperate woodland biome	ENVO:00000114	agricultural field	ENVO:00005749	farm soil
nmdc:bsm-11-84dyfy12	USA: Washington, Wind River Experimental Forest	45.822941	-121.998707	45.8090043	-121.9823059	2004.3	567.8	578.0	10.200000000000045	ENVO:00000446	terrestrial biome	ENVO:01000843	area of evergreen forest	ENVO:00001998	soil
nmdc:bsm-11-84h14155	USA: Michigan, Delton	42.476365	-85.451887	42.4997581	-85.4080641	4436.0	500.0	280.0	220.0	ENVO:01000221	temperate woodland biome	ENVO:00000114	agricultural field	ENVO:00005749	farm soil
nmdc:bsm-11-84h39903	USA: Michigan, Lake City	44.296098	-85.199683	44.335287	-85.215046	4525.8	500.0	377.0	123.0	ENVO:01000221	temperate woodland biome	ENVO:00000114	agricultural field	ENVO:00005749	farm soil
nmdc:bsm-11-84j1bp53	USA: Florida, Disney Wilderness Preserve	28.073118	-81.428559	28.087033	-81.4031241	2936.1	19	17.0	2.0	ENVO:00000446	terrestrial biome	ENVO:01000891	area of pastureland or hayfields	ENVO:00001998	soil
nmdc:bsm-11-84j1jc90	USA: Wisconsin	43.0995	-89.4045	44.4308975	-89.6884637	149790.2	258.0	259.0	1.0	ENVO:01000252	freshwater lake biome	ENVO:00002131	epilimnion	ENVO:04000007	lake water
nmdc:bsm-11-84jrea52	USA: Texas, Lyndon B. Johnson National Grassland	33.380971	-97.620209	33.36984	-97.593456	2775.5	308.6	306.0	2.6000000000000227	ENVO:00000446	terrestrial biome	ENVO:01000816	area of deciduous forest	ENVO:00001998	soil
nmdc:bsm-11-84qt1112	USA: Alabama, Dead Lake	32.538802	-87.804522	30.8887396	-87.9914339	184328.3	29.4	17.0	12.399999999999999	ENVO:00000446	terrestrial biome	ENVO:01000893	area of woody wetland	ENVO:00001998	soil
nmdc:bsm-11-84tnh227	USA: Utah, Salt Lake City	40.76835556	-111.8462639	40.7596198	-111.886797	3549.2		1445.0		ENVO:01000249	urban biome	ENVO:00002123	bioreactor	ENVO:00002059	biosolids
nmdc:bsm-11-851ejn28	Costa Rica: Carara National Park	9.77981	-84.60628	9.7900999	-84.5709133	4040.8		82.0		ENVO:01000200	tropical broadleaf forest biome	ENVO:01001002	animal-associated environment	ENVO:01000155	organic material
nmdc:bsm-11-859ggk43	USA: Iowa, Ames	42.013	-93.743	42.0267567	-93.6170448	10516.8	325.0	328.0	3.0	ENVO:01000245	cropland biome	ENVO:00000078	farm	ENVO:00005802	bulk soil
nmdc:bsm-11-85a7ah03	USA: Utah, Onaqui	40.175366	-112.453933	40.2106006	-112.5610339	9904.9	1655.1	1671.0	15.900000000000091	ENVO:00000446	terrestrial biome	ENVO:01000869	area of scrub	ENVO:00001998	soil
nmdc:bsm-11-85akfq83	USA: Alaska, Delta Junction	63.853315	-145.760668	64.0373478	-145.732157	20510.8	567.4	567.0	0.39999999999997726	ENVO:00000446	terrestrial biome	ENVO:01000843	area of evergreen forest	ENVO:00001998	soil
nmdc:bsm-11-85bmka18	USA: California, Davis	38.53502	-121.77985	38.5435526	-121.739005	3677.0	16.0	17.0	1.0	ENVO:01000245	cropland biome	ENVO:00005801	rhizosphere	ENVO:00001998	soil
nmdc:bsm-11-85bym563	USA: Michigan, Lake City	44.296098	-85.199612	44.335287	-85.215046	4527.3	372.0	377.0	5.0	ENVO:01000221	temperate woodland biome	ENVO:00000114	agricultural field	ENVO:00005749	farm soil
nmdc:bsm-11-85e8h212	USA: Wisconsin	43.0995	-89.4045	44.4308975	-89.6884637	149790.2	258.0	259.0	1.0	ENVO:01000252	freshwater lake biome	ENVO:00000021	freshwater lake	ENVO:04000007	lake water
nmdc:bsm-11-85eakk27	USA: North Dakota, Chase Lake National Wildlife Refuge	47.136134	-99.232896	47.0073926	-99.4455091	21545.2	573.6	569.0	4.600000000000023	ENVO:00000446	terrestrial biome	ENVO:01000888	area of gramanoid or herbaceous vegetation	ENVO:00001998	soil
nmdc:bsm-11-85fnxn49	USA: Michigan, Lake City	44.296098	-85.199612	44.335287	-85.215046	4527.3	372.0	377.0	5.0	ENVO:01000221	temperate woodland biome	ENVO:00000114	agricultural field	ENVO:00005749	farm soil
nmdc:bsm-11-85nfgs59	USA: Virginia, Smithsonian Conservation Biology Institute	38.883308	-78.120371	38.8847957	-78.1461968	2241.5	566	486.0	80.0	ENVO:00000446	terrestrial biome	ENVO:01000816	area of deciduous forest	ENVO:00001998	soil
nmdc:bsm-11-85s87214	USA: Alaska, Healy	63.872772	-149.220657	63.950262	-149.0258707	12843.9	688.3	710.0	21.700000000000045	ENVO:00000446	terrestrial biome	ENVO:01000869	area of scrub	ENVO:00001998	soil
nmdc:bsm-11-85yjrv61	USA: Iowa	40.7278	-91.9596	41.9216734	-93.3122705	174299.4	176.0	169.0	7.0	ENVO:01000253	freshwater river biome	ENVO:00000022	river	ENVO:00002042	surface water
nmdc:bsm-11-861dt728	USA: Colorado, North Sterling	40.460053	-103.029801	40.7732324	-103.2887026	41112.7	1363.7	1364.0	0.2999999999999545	ENVO:00000446	terrestrial biome	ENVO:01000892	area of cropland	ENVO:00001998	soil
nmdc:bsm-11-864g3h39	USA: Michigan, Delton	42.476365	-85.451887	42.4997581	-85.4080641	4436.0	298.0	280.0	18.0	ENVO:01000221	temperate woodland biome	ENVO:00000114	agricultural field	ENVO:00005749	farm soil
nmdc:bsm-11-8677ak11	USA: Colorado, Ute Mountain	37.19965	-108.6875167	37.2841604	-108.778711	12388.4	5695.0	1700.0	3995.0	ENVO:01000177	grassland biome	ENVO:01001357	desert	ENVO:02000059	surface soil
nmdc:bsm-11-867gyh34	USA: NH, Carroll	44.063889	-71.287375	43.8778199	-71.2740836	20717.3		283.0		ENVO:00000446		ENVO:01000816		ENVO:00001998	
nmdc:bsm-11-86g4cr97	USA: Wisconsin, Hancock	44.119417	-89.533806	44.133584	-89.523177	1789.2	332.0	333.0	1.0	ENVO:01000221	temperate woodland biome	ENVO:00000114	agricultural field	ENVO:00005749	farm soil
nmdc:bsm-11-86rqew60	USA: Alaska, Delta Junction	63.88224	-145.739248	64.0373478	-145.732157	17250.7	505.2	514.0	8.800000000000011	ENVO:00000446	terrestrial biome	ENVO:01000843	area of evergreen forest	ENVO:00001998	soil
nmdc:bsm-11-86xs9m25	USA: Kansas, Konza Prairie Biological Station	39.103827	-96.561811	39.1002012	-96.576798	1354.6	392.1	402.0	9.899999999999977	ENVO:00000446	terrestrial biome	ENVO:01000888	area of gramanoid or herbaceous vegetation	ENVO:00001998	soil
nmdc:bsm-11-874d6y83	USA: Utah, Onaqui	40.201043	-112.497129	40.2106006	-112.5610339	5530.1	1903.7	1904.0	0.2999999999999545	ENVO:00000446	terrestrial biome	ENVO:01000843	area of evergreen forest	ENVO:00001998	soil
nmdc:bsm-11-87at0k74	USA: Wisconsin, Rhinelander	45.665551	-89.218027	45.636623	-89.412075	15422.2	500.0	487.0	13.0	ENVO:01000221	temperate woodland biome	ENVO:00000114	agricultural field	ENVO:00005749	farm soil
nmdc:bsm-11-87eejc42	USA: Utah, Onaqui	40.176674	-112.456785	40.2106006	-112.5610339	9624.8	1663.7	1671.0	7.2999999999999545	ENVO:00000446	terrestrial biome	ENVO:01000869	area of scrub	ENVO:00001998	soil
nmdc:bsm-11-87ymym19	USA: Utah, Onaqui	40.180775	-112.431854	40.2106006	-112.5610339	11462.2	1614.4	1620.0	5.599999999999909	ENVO:00000446	terrestrial biome	ENVO:01000869	area of scrub	ENVO:00001998	soil
nmdc:bsm-11-87zmxc96	USA: Kansas, Konza Prairie Biological Station	39.075067	-96.555874	39.1002012	-96.576798	3327.5	437.8	441.0	3.1999999999999886	ENVO:00000446	terrestrial biome	ENVO:01000888	area of gramanoid or herbaceous vegetation	ENVO:00001998	soil
nmdc:bsm-11-8806nw34	Ukraine: Chernobyl	50.5269	30.4439	51.2705477	30.2195609	84173.1		106.0		ENVO:01000212	temperate mixed forest biome	ENVO:01001002	animal-associated environment	ENVO:00002003	fecal material
nmdc:bsm-11-88jx8v83	USA: California, San Joaquin Experimental Range	37.106602	-119.72024	37.1027423	-119.7331623	1223.7	399.4	369.0	30.399999999999977	ENVO:00000446	terrestrial biome	ENVO:01000888	area of gramanoid or herbaceous vegetation	ENVO:00001998	soil
nmdc:bsm-11-88kssc71	Puerto Rico: Rio Grande	18.321	-65.8172	18.3474409	-65.8163814	2941.4		498.0		ENVO:01000174		ENVO:01001803		ENVO:00005778	
nmdc:bsm-11-88m21j26	USA: Washington	48.16859	-117.3904	38.8950368	-77.0365427	3368889.2		913.0		ENVO:01000253		ENVO:00000022	river	ENVO:00002007	sediment
nmdc:bsm-11-88ybpx66	USA: Tennessee, Oak Ridge	35.907944	-84.275214	36.0103562	-84.2696449	11398.7	293.1	229.0	64.10000000000002	ENVO:00000446	terrestrial biome	ENVO:01000816	area of deciduous forest	ENVO:00001998	soil
nmdc:bsm-11-88zk9062	USA: Alabama, Dead Lake	32.532479	-87.818534	30.8887396	-87.9914339	183505.7	24	15.0	9.0	ENVO:00000446	terrestrial biome	ENVO:01000893	area of woody wetland	ENVO:00001998	soil
nmdc:bsm-11-89024828	USA: Iowa, Ames	42.013	-93.743	42.0267567	-93.6170448	10516.8	325.0	328.0	3.0	ENVO:01000245	cropland biome	ENVO:00000078	farm	ENVO:00005802	bulk soil
nmdc:bsm-11-890cef46	USA: Colorado, Niwot Ridge	40.041058	-105.547043	40.0564693	-105.6308551	7337.0	3059.6	3004.0	55.59999999999991	ENVO:00000446	terrestrial biome	ENVO:01000843	area of evergreen forest	ENVO:00001998	soil
nmdc:bsm-11-89627573	USA: Tennessee, Oak Ridge	35.916313	-84.263286	36.0103562	-84.2696449	10472.8	246.2	258.0	11.800000000000011	ENVO:00000446	terrestrial biome	ENVO:01000843	area of evergreen forest	ENVO:00001998	soil
nmdc:bsm-11-899bm454	USA: Oregon	44.588348	-123.19403	43.9792797	-120.737257	206951.8	62.0	61.0	1.0	ENVO:00000446	terrestrial biome	ENVO:01001057	environment associated with a plant part or small plant	ENVO:01000349	root matter
nmdc:bsm-11-89cgj483	USA: Michigan, Kellogg Biological Station	42.39	-85.37	42.4118364	-85.3877345	2831.3	286.0	275.0	11.0	ENVO:01001442	agricultural biome	ENVO:01001442	phyllosphere biome	ENVO:01001001	plant-associated biome
nmdc:bsm-11-89ck5w94	USA: Michigan, Delton	42.476365	-85.451887	42.4997581	-85.4080641	4436.0	500.0	280.0	220.0	ENVO:01000221	temperate woodland biome	ENVO:00000114	agricultural field	ENVO:00005749	farm soil
nmdc:bsm-11-89cycc16	USA: Michigan, Delton	42.476365	-85.451887	42.4997581	-85.4080641	4436.0	500.0	280.0	220.0	ENVO:01000221	temperate woodland biome	ENVO:00000114	agricultural field	ENVO:00005749	farm soil
nmdc:bsm-11-89pqqx98	USA: Colorado, North Sterling	40.460659	-103.033324	40.7732324	-103.2887026	40898.1	1363.6	1364.0	0.40000000000009095	ENVO:00000446	terrestrial biome	ENVO:01000892	area of cropland	ENVO:00001998	soil
nmdc:bsm-11-89q03t84	Singapore	1.294588	103.776828	1.357107	103.8194992	8416.0		1.0		ENVO:01000249		ENVO:00000120		ENVO:02000059	
nmdc:bsm-11-89qxr917	USA: Wisconsin	43.0995	-89.4045	44.4308975	-89.6884637	149790.2	258.0	259.0	1.0	ENVO:01000252	freshwater lake biome	ENVO:00002131	epilimnion	ENVO:04000007	lake water
nmdc:bsm-11-89x2j080	USA: AK, North Slope	68.627175	-149.590514	69.5335129	-153.8220681	195853.8		742.0		ENVO:00000446		ENVO:01000861		ENVO:00001998	soil
nmdc:bsm-11-89xbt085	USA: Alaska, Toolik Field Station	68.616768	-149.629355	68.6276503	-149.5942706	1867.2	782.2	782.0	0.20000000000004547	ENVO:00000446	terrestrial biome	ENVO:01000861	area of dwarf scrub	ENVO:00001998	soil
nmdc:bsm-11-8aaa9d20	USA: Michigan, Lake City	44.296098	-85.199612	44.335287	-85.215046	4527.3	372.0	377.0	5.0	ENVO:01000221	temperate woodland biome	ENVO:00000114	agricultural field	ENVO:00005749	farm soil
nmdc:bsm-11-8agjf257	USA: Alaska, Toolik Field Station	68.658157	-149.362189	68.6276503	-149.5942706	9991.6	822.4	847.0	24.600000000000023	ENVO:00000446	terrestrial biome	ENVO:01000887	area of sedge- and forb-dominated herbaceous vegetation	ENVO:00001998	soil
nmdc:bsm-11-8ah8pz02	USA: Oregon	46.121	-123.2707	43.9792797	-120.737257	310326.7	1.0	32.0	31.0	ENVO:00000446	terrestrial biome	ENVO:00005801	rhizosphere	ENVO:00001998	soil
nmdc:bsm-11-8aktkq28	USA: Oregon	46.121117	-123.269633	43.9792797	-120.737257	310282.8	1.0	32.0	31.0	ENVO:00000446	terrestrial biome	ENVO:01001057	environment associated with a plant part or small plant	ENVO:01000349	root matter
nmdc:bsm-11-8anp1f14	USA: Oregon, Boardman	45.83986	-119.70058	45.839855	-119.700583	0.6	95.0	91.0	4.0	ENVO:01000177	grassland biome	ENVO:00000011	garden	ENVO:00005801	rhizosphere
nmdc:bsm-11-8aq6ns85	USA: Wisconsin	43.0995	-89.4045	44.4308975	-89.6884637	149790.2	258.0	259.0	1.0	ENVO:01000252	freshwater lake biome	ENVO:00002131	epilimnion	ENVO:04000007	lake water
nmdc:bsm-11-8aw03414	USA: Michigan, Delton	42.476365	-85.451887	42.4997581	-85.4080641	4436.0	298.0	280.0	18.0	ENVO:01000221	temperate woodland biome	ENVO:00000114	agricultural field	ENVO:00005749	farm soil
nmdc:bsm-11-8aycnv67	USA: Arizona, Santa Rita Experimental Range	31.910358	-110.838435	31.8334182	-110.8528643	8663.1	990.6	983.0	7.600000000000023	ENVO:00000446	terrestrial biome	ENVO:01000869	area of scrub	ENVO:00001998	soil
nmdc:bsm-11-8b27gn39	USA: Wisconsin	43.0995	-89.4045	44.4308975	-89.6884637	149790.2	258.0	259.0	1.0	ENVO:01000252	freshwater lake biome	ENVO:00002131	epilimnion	ENVO:04000007	lake water
nmdc:bsm-11-8b47yq58	Puerto Rico: Rio Grande	18.321	-65.8172	18.3474409	-65.8163814	2941.4		498.0		ENVO:01000174		ENVO:01001803		ENVO:00005778	
nmdc:bsm-11-8b4rh852	Australia: Victoria , Melbourne	-37.796972960817214	144.95895892649088	-37.8142454	144.9631732	1956.0	47.0	90.0	43.0	ENVO:01001001	plant-associated environment	ENVO:00005801	rhizosphere	ENVO:01000349	root matter
nmdc:bsm-11-8b68ry74	USA: Alaska, Toolik	68.66045	-149.37013	68.632582	-149.6073465	10092.0		843.0		ENVO:00000446		ENVO:01000887	area of sedge- and forb-dominated herbaceous vegetation	ENVO:00001998	soil
